access_table,name,found,found_as,acc_easting,acc_northing,htp_easting,htp_northing,location_match,other_names
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),338009,True,site_name,2751200.0,6087800.0,2751200.0,6087800.0,True,"795,HOGG M S,338009,HOGG M S"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),349014,True,site_name,2747200.0,6084200.0,2755400.0,6079600.0,False,"796,PERCY L D,349014,PERCY L D"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),347001,True,site_name,2747200.0,6084200.0,2747200.0,6084300.0,False,"797,SINCLAIR I,347001,SINCLAIR I"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357003,True,site_name,2743700.0,6072400.0,2743600.0,6072300.0,False,"798,GREEN D,357003,GREEN D"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357096,True,site_name,2744700.0,6072300.0,2744700.0,6072300.0,True,"799,GREEN D,357096,GREEN D"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),348013,True,site_name,2748200.0,6077400.0,2748200.0,6077400.0,True,"800,DOUGHERTY J B,348013,DOUGHERTY J B"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),348009,True,site_name,2753400.0,6083000.0,2753400.0,6083000.0,True,"801,GREIG C,348009,GREIG C"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),338139,True,site_name,2755300.0,6086000.0,2755300.0,6086000.0,True,"802,YATES T E,338139,YATES T E"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),348098,True,site_name,2754400.0,6075100.0,2754400.0,6075100.0,True,"803,DAYSH N  RD1 PAHIATUA,348098,DAYSH N  RD1 PAHIATUA"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357097,True,source_name,2743200.0,6073100.0,2743200.0,6073100.0,True,"804,Mangamaire School,357097,Mangamaire School"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),356039,True,site_name,2736500.0,6066300.0,2736500.0,6066300.0,True,"805,ELLINGHAM S G,356039,ELLINGHAM S G"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357074,True,site_name,2741500.0,6069300.0,2741600.0,6069300.0,False,"806,MANDERSON/CAMPBELL,357074,MANDERSON/CAMPBELL"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357085,True,site_name,2741600.0,6068800.0,2741500.0,6068800.0,False,"807,MANDERSON/RANKIN,357085,MANDERSON/RANKIN"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),366070,True,site_name,2733100.0,6059100.0,2733100.0,6059100.0,True,"809,DYKES W,366070,DYKES W"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),367016,True,site_name,2738400.0,6055900.0,2738400.0,6055900.0,True,"810,MURRAY-AINSLEY C,367016,MURRAY-AINSLEY C"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),367003,True,site_name,2739600.0,6061400.0,2739600.0,6061400.0,True,"811,MONAGHAN J A,367003,MONAGHAN J A"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),367015,True,site_name,2739600.0,6061500.0,2739600.0,6061500.0,True,"812,MONAGHAN J A (Dairy),367015,MONAGHAN J A (Dairy)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),366069,True,site_name,2734400.0,6057700.0,2734400.0,6057700.0,True,"813,SMITH R,366069,SMITH R"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),367014,True,site_name,2745600.0,6063400.0,2745600.0,6063400.0,True,"814,REICHENBACH P E,367014,REICHENBACH P E"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357098,True,site_name,2740700.0,6066300.0,2740700.0,6066300.0,True,"815,NEWTH M,357098,NEWTH M"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357099,True,site_name,2739500.0,6067500.0,2739500.0,6067500.0,True,"816,DOUGHERTY B P,357099,DOUGHERTY B P"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357077,True,site_name,2740500.0,6065100.0,2740500.0,6065100.0,True,"817,KIDDIE G R & C M,357077,KIDDIE G R & C M"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357101,True,site_name,2739200.0,6074800.0,2739200.0,6074800.0,True,"818,HUGHES G K & L J,357101,HUGHES G K & L J"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),347054,True,site_name,2740500.0,6078800.0,2740500.0,6078800.0,True,"819,STURT P F & H S,347054,STURT P F & H S"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),366071,True,site_name,2736400.0,6058700.0,2736400.0,6058700.0,True,"820,CAPES R J,366071,CAPES R J"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),367010,True,site_name,2742200.0,6057500.0,2742200.0,6057500.0,True,"821,BRADDICK S P,367010,BRADDICK S P"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357100,True,site_name,2746200.0,6074400.0,2746200.0,6074400.0,True,"822,OLIVER D P & E M,357100,OLIVER D P & E M"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),347053,True,site_name,2744200.0,6075700.0,2744200.0,6075700.0,True,"823,MAHONEY P J,347053,MAHONEY P J"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),323047,True,site_name,2707600.0,6107100.0,2707600.0,6107100.0,True,"824,JAMIESON I,323047,JAMIESON I"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),323053,True,site_name,2707600.0,6106900.0,2707600.0,6106900.0,True,"825,RODGERS,323053,RODGERS"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),353023,True,site_name,2706700.0,6066400.0,2706600.0,6066400.0,False,"828,TILBURY L  KOPUTAROA,353023,TILBURY L  KOPUTAROA"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),338012,True,site_name,2751800.0,6090300.0,2751800.0,6090300.0,True,"830,CUMMING IAN,338012,CUMMING IAN"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),339047,True,site_name,2760500.0,6090600.0,2760500.0,6090600.0,True,"831,ARMISTEAD  C J (SHALLOW),339047,ARMISTEAD  C J (SHALLOW)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),339013,True,site_name,2760500.0,6090600.0,2760500.0,6090600.0,True,"832,ARMISTEAD C J  (DEEP),339013,ARMISTEAD C J  (DEEP)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),329013,True,site_name,2758700.0,6099900.0,2758700.0,6099900.0,True,"833,BEAGLEY D E & S A,329013,BEAGLEY D E & S A"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),338004,True,site_name,2754300.0,6096200.0,2754300.0,6096200.0,True,"834,HARTSTONE J,338004,HARTSTONE J"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),338011,True,site_name,2754300.0,6093800.0,2754300.0,6093800.0,True,"835,WOODVILLE RACECOURSE,338011,WOODVILLE RACECOURSE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),338051,True,site_name,2753700.0,6090300.0,2753700.0,6090300.0,True,"836,PALMER R M,338051,PALMER R M"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),339048,True,site_name,2758100.0,6096300.0,2758100.0,6096300.0,True,"837,SOWRY A,339048,SOWRY A"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),420029,True,site_name,2772900.0,6102600.0,2772900.0,6102600.0,True,"838,WEBER TONY,420029,WEBER TONY"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),420076,True,site_name,2771900.0,6101200.0,2771900.0,6101200.0,True,"839,THIRKELL STUART,420076,THIRKELL STUART"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),420077,True,site_name,2770000.0,6101100.0,2770000.0,6101100.0,True,"840,ALEXANDER RAY,420077,ALEXANDER RAY"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),421011,True,site_name,2774700.0,6101100.0,2774700.0,6101100.0,True,"841,CHARLTON MIKE,421011,CHARLTON MIKE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),410050,True,site_name,2773400.0,6109800.0,2773400.0,6109800.0,True,"842,COLDSTREAM DWIGHT,410050,COLDSTREAM DWIGHT"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),410049,True,site_name,2769100.0,6110400.0,2769100.0,6110400.0,True,"843,RUA ROA SCHOOL,410049,RUA ROA SCHOOL"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),329090,True,site_name,2765000.0,6100700.0,2765000.0,6100700.0,True,"844,WRENN NIGEL,329090,WRENN NIGEL"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),329091,True,site_name,2765100.0,6100900.0,2765100.0,6100900.0,True,"845,WRENN  NIGEL  (CREEK WELL),329091,WRENN  NIGEL  (CREEK WELL)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357102,True,site_name,2746100.0,6074500.0,2746100.0,6074500.0,True,"846,OLIVER (HOUSE),357102,OLIVER (HOUSE)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),420031,True,site_name,2768300.0,6098200.0,2768300.0,6098200.0,True,"851,RICHMOND ORINGI WIHA BORE,420031,RICHMOND ORINGI WIHA BORE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),420011,True,site_name,2768800.0,6100000.0,2768800.0,6100000.0,True,"852,RICHMOND ORINGI NO1,420011,RICHMOND ORINGI NO1"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),420021,True,site_name,2768700.0,6099900.0,2768700.0,6099900.0,True,"853,RICHMOND ORINGI NO2,420021,RICHMOND ORINGI NO2"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),421013,True,site_name,2775300.0,6102600.0,2775282.0,6102648.0,False,"854,KIWI LUMBER,421013,KIWI LUMBER"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),420041,True,site_name,2765800.0,6106200.0,2765800.0,6106200.0,True,"855,TUI DAIRY FACTORY,420041,TUI DAIRY FACTORY"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),420068,True,site_name,2770800.0,6104700.0,2770800.0,6104700.0,True,"856,DANNEVIRKE GOLF COURSE,420068,DANNEVIRKE GOLF COURSE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),329020,True,site_name,2763000.0,6102800.0,2763000.0,6102800.0,True,"857,CONNORS,329020,CONNORS"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),430014,True,site_name,2755700.0,6094600.0,2755700.0,6094600.0,True,"858,GILLILAND J,430014,GILLILAND J"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),339018,True,site_name,2758500.0,6087400.0,2758800.0,6087300.0,False,"859,RIVERS J G,339018,RIVERS J G"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),401024,True,site_name,2782600.0,6120500.0,2782600.0,6120500.0,True,"861,CHEER,401024,CHEER"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),402001,True,site_name,2784400.0,6120600.0,2784400.0,6120600.0,True,"862,NORSWEAR,402001,NORSWEAR"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),339021,True,site_name,2758900.0,6094200.0,2758900.0,6094200.0,True,"863,BLATCHFORD  (WELL),339021,BLATCHFORD  (WELL)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),339031,True,site_name,2758900.0,6094300.0,2758900.0,6094300.0,True,"864,BLATCHFORD (BORE),339031,BLATCHFORD (BORE)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),338081,True,site_name,2754500.0,6088300.0,2754500.0,6088300.0,True,"871,SCHOFIELD S,338081,SCHOFIELD S"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),338010,True,site_name,2753300.0,6086700.0,2753300.0,6086700.0,True,"872,HARRIS K,338010,HARRIS K"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),348003,True,site_name,2754500.0,6083700.0,2754300.0,6084200.0,False,"873,ROBERTS (Mangatainoka),348003,ROBERTS (Mangatainoka)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),323057,True,site_name,2707200.0,6101100.0,2707200.0,6101100.0,True,"874,SCOTT  COLIN (WELL),323057,SCOTT  COLIN (WELL)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),323012,True,site_name,2707100.0,6101100.0,2707100.0,6101100.0,True,"875,SCOTT COLIN (BORE),323012,SCOTT COLIN (BORE)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),323019,True,site_name,2711300.0,6102600.0,2711300.0,6102600.0,True,"876,SMITH LANCE,323019,SMITH LANCE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),324079,True,site_name,2717200.0,6102700.0,2717200.0,6102700.0,True,"877,TENNANT P J,324079,TENNANT P J"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),323063,True,site_name,2701100.0,6103600.0,2701200.0,6103600.0,False,"878,ROBERTSON BRUCE,323063,ROBERTSON BRUCE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),323049,True,site_name,2710900.0,6107800.0,2710900.0,6107800.0,True,"879,GARDNER, R,323049,GARDNER, R"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),315013,True,site_name,2723200.0,6123300.0,2723200.0,6113300.0,False,"880,BRYANT MAX,315013,BRYANT MAX"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),325197,True,site_name,2723400.0,6106100.0,2723400.0,6106100.0,True,"881,WHITEMAN G K & M R,325197,WHITEMAN G K & M R"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),325301,True,site_name,2723000.0,6103700.0,2723000.0,6103700.0,True,"882,KEENAN A J,325301,KEENAN A J"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),324037,True,site_name,2718700.0,6105500.0,2718700.0,6105500.0,True,"883,HENSEN R,324037,HENSEN R"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),343111,True,site_name,2708500.0,6078400.0,2707800.0,6078300.0,False,"916,EASTON,343111,EASTON"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),342091,True,site_name,2703800.0,6077500.0,2703600.0,6077500.0,False,"917,CULL R,342091,CULL R"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),324071,True,site_name,2716400.0,6098500.0,2716300.0,6098600.0,False,"918,RONGOTEA SCHOOL,324071,RONGOTEA SCHOOL"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),345081,True,site_name,2722100.0,6077100.0,2722200.0,6077200.0,False,"919,TOKOMARU DAIRY,345081,TOKOMARU DAIRY"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),354005,True,site_name,2713500.0,6071400.0,2713400.0,6071300.0,False,"920,SHANNON HOROWHENUA D.C.,354005,SHANNON HOROWHENUA D.C."
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),338006,True,site_name,2751800.0,6090000.0,2751600.0,6089900.0,False,"923,CUMMING I  (NEW),338006,CUMMING I  (NEW)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),335467,True,site_name,2730900.0,6097000.0,2730900.0,6097000.0,True,"924,LYNCH,335467,LYNCH"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),335477,True,site_name,2730100.0,6088100.0,2730100.0,6088000.0,False,"925,ALLIED CONCRETE,335477,ALLIED CONCRETE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),343010,True,source_name,2712800.0,6081700.0,2712500.0,6081800.0,False,"926,Cole, David,343010,Cole, David"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),325017,True,site_name,2730500.0,6103500.0,2730500.0,6103500.0,True,"927,LANKSHEAR,325017,LANKSHEAR"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),324053,True,site_name,2716900.0,6107300.0,2716900.0,6107300.0,True,"928,CARTHEW, SIMON,324053,CARTHEW, SIMON"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),327201,True,site_name,2743800.0,6099200.0,2743800.0,6099300.0,False,"929,PUKLOWSKI,327201,PUKLOWSKI"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),353195,True,site_name,2709000.0,6065600.0,2709000.0,6065600.0,True,"930,BALDWIN V,353195,BALDWIN V"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),345003,True,site_name,2728000.0,6081200.0,2728000.0,6081200.0,True,"934,BILLS JOHN,345003,BILLS JOHN"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),345171,True,site_name,2722100.0,6076100.0,2722200.0,6076100.0,False,"935,HICKLING JOY,345171,HICKLING JOY"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),345041,True,site_name,2729200.0,6085800.0,2729200.0,6085900.0,False,"939,LINTON CAMP,345041,LINTON CAMP"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),351002,True,site_name,2695600.0,6065400.0,2695600.0,6065400.0,True,"944,ARCHEY D G,351002,ARCHEY D G"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362363,True,site_name,2703000.0,6062500.0,2703100.0,6062600.0,False,"945,HDC AQUATIC CENTRE,362363,HDC AQUATIC CENTRE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),339049,True,site_name,2760400.0,6089800.0,2760400.0,6089800.0,True,"946,CASSELS ESTATE,339049,CASSELS ESTATE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),354057,True,site_name,2719300.0,6069600.0,2719300.0,6069600.0,True,"952,NGATAWA FARMS,354057,NGATAWA FARMS"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),301011,True,site_name,2693500.0,6123900.0,2693500.0,6123900.0,True,"975,MAJOR A C,301011,MAJOR A C"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362047,True,site_name,2702700.0,6061300.0,2702700.0,6061200.0,False,"976,LEVANA,362047,LEVANA"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362059,True,site_name,2702700.0,6061300.0,2702600.0,6061300.0,False,"977,LEVANA (DEEP),362059,LEVANA (DEEP)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),344005,True,site_name,2718400.0,6078000.0,2718400.0,6078000.0,True,"1401,MIERS,344005,MIERS"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),334161,True,site_name,2716600.0,6088600.0,2716600.0,6088600.0,True,"1402,KNIGHT,334161,KNIGHT"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),344007,True,site_name,2718300.0,6081800.0,2718300.0,6081800.0,True,"1403,FREE,344007,FREE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),344167,True,site_name,2715600.0,6085700.0,2715600.0,6085700.0,True,"1404,SMART PARTNERSHIP,344167,SMART PARTNERSHIP"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),357109,True,site_name,2743500.0,6072800.0,2743500.0,6072800.0,True,"1460,ELERS,357109,ELERS"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),358005,True,site_name,2755100.0,6074100.0,2755100.0,6074100.0,True,"1475,BOOTH TOM,358005,BOOTH TOM"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),733001,True,site_name,2709200.0,6201200.0,2709200.0,6201200.0,True,"1495,McGIRR,733001,McGIRR"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362111,True,site_name,2702200.0,6061000.0,2702200.0,6061000.0,True,"1503,LEVIN EEL COMPANY,362111,LEVIN EEL COMPANY"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362019,True,site_name,2698000.0,6064400.0,2698000.0,6064400.0,True,"1504,PARSONS,362019,PARSONS"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),353131,True,site_name,2705700.0,6065800.0,2705700.0,6065800.0,True,"1505,SORENSEN,353131,SORENSEN"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362352,True,substring of site_name,2701000.0,6062900.0,2701000.0,6062900.0,True,"1506,HOROWHENUA DISTRICT COUNCIL,Sewage Bore 2a 362352,362352,HOROWHENUA DISTRICT COUNCIL"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),343133,True,substring of site_name,2706100.0,6085600.0,2705900.0,6085700.0,False,"1520,PARANUI MARAE,343133 SH 1 Himatangi,343133,PARANUI MARAE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),343061,True,substring of site_name,2708300.0,6084300.0,2708600.0,6084200.0,False,"1558,PARANUI PIGGERY CO. LTD,Inlet to tank 60m from bore 343061,343061,PARANUI PIGGERY CO. LTD"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362991,True,site_name,2697300.0,6054300.0,2697800.0,6054200.0,False,"1570,REISINGER T,362991,REISINGER T"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362782,True,site_name,2702600.0,6058000.0,2702600.0,6058000.0,True,"1581,FRYER,362782,FRYER"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362239,True,site_name,2700600.0,6058300.0,2700600.0,6058300.0,True,"1582,TEWS,362239,TEWS"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),332035,True,substring of site_name,2704600.0,6093300.0,2704700.0,6093200.0,False,"1585,TICHBON,332035 @Main shed,332035,TICHBON"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),332034,True,substring of site_name,2705300.0,6092900.0,2705382.0,6092867.0,False,"1586,TICHBON,332034 Old Stanbra Shed,332034,TICHBON"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),336333,True,site_name,2735000.0,6096600.0,2736000.0,6096500.0,False,"1676,BROOKING R,336333,BROOKING R"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362279,True,site_name,2703600.0,6060900.0,2703642.0,6060965.0,False,"1679,SUMMERSET RETIREMENT VILLAGE,362279,SUMMERSET RETIREMENT VILLAGE"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362011,True,site_name,2702800.0,6064900.0,2702800.0,6064900.0,True,"1680,HEREORA TRUST (JUNG BROS),362011,HEREORA TRUST (JUNG BROS)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362821,True,site_name,2704300.0,6059400.0,2704300.0,6059400.0,True,"1681,GRAY,362821,GRAY"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),363013,True,site_name,2705500.0,6058700.0,2705500.0,6058700.0,True,"1682,CARTER,363013,CARTER"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),363111,True,site_name,2706700.0,6062800.0,2706700.0,6062800.0,True,"1683,HARRIS,363111,HARRIS"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362831,True,site_name,2703700.0,6058400.0,2703700.0,6058400.0,True,"1684,JOSEPH,362831,JOSEPH"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362023,True,site_name,2704300.0,6058100.0,2704300.0,6058100.0,True,"1685,BELL,362023,BELL"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362951,True,site_name,2701500.0,6062300.0,2701500.0,6062300.0,True,"1686,HOROW. RACING CONSORTIUM,362951,HOROW. RACING CONSORTIUM"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),363171,True,site_name,2705600.0,6061700.0,2705600.0,6061700.0,True,"1687,BARNES F. (MBP Ltd),363171,BARNES F. (MBP Ltd)"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362289,True,site_name,2702000.0,6060700.0,2701958.0,6060789.0,False,"1688,WEBB,362289,WEBB"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),362275,True,site_name,2704100.0,6061400.0,2704064.0,6061389.0,False,"1689,HDC PLAYFORD PARK,362275,HDC PLAYFORD PARK"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),352099,True,substring of site_name,2702500.0,6065900.0,2702400.0,6065800.0,False,"1838,LUND G,352099 filtered for drinking water,352099,LUND G"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),302025,True,site_name,2706100.0,6124900.0,2706075.0,6124922.0,False,"1839,LYNCLUDEN HOLDINGS LTD,302025,LYNCLUDEN HOLDINGS LTD"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),345009,True,site_name,2727200.0,6081900.0,2727200.0,6082100.0,False,"1863,SATHERLY C.,345009,SATHERLY C."
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),345065,True,site_name,2728200.0,6080800.0,2728200.0,6080800.0,True,"1864,DUNLOP  F&M.,345065,DUNLOP  F&M."
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),345059,True,site_name,2723500.0,6080400.0,2723500.0,6080400.0,True,"1865,MANDERSON  D.,345059,MANDERSON  D."
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),345151,True,site_name,2723400.0,6079600.0,2723400.0,6079800.0,False,"1866,GIBBONS P.,345151,GIBBONS P."
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),345161,True,site_name,2725100.0,6081300.0,2725100.0,6081300.0,True,"1867,COCKRELL C.,345161,COCKRELL C."
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),336061,True,site_name,2736400.0,6088400.0,2736400.0,6088400.0,True,"1868,SPENCER O.G.,336061,SPENCER O.G."
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),346031,True,site_name,2734500.0,6086000.0,2734600.0,6086000.0,False,"1869,HOLMES C.W.,346031,HOLMES C.W."
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),337067,True,site_name,2739400.0,6091800.0,2739400.0,6091800.0,True,"1870,BELL J.H.,337067,BELL J.H."
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),337064,True,site_name,2739300.0,6091200.0,2739300.0,6091200.0,True,"1871,NAPIER R.,337064,NAPIER R."
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),346051,True,site_name,2733600.0,6085400.0,2733600.0,6085400.0,True,"1872,CARMICHAEL,346051,CARMICHAEL"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),337068,True,site_name,2739500.0,6091300.0,2739546.0,6091337.0,False,"1888,STEWART,337068,STEWART"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),325193,True,site_name,2724217.0,6102824.0,2725300.0,6103400.0,False,"1935,SMITH C.,325193,SMITH C."
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),324067,True,site_name,2716523.0,6107013.0,2716520.0,6107021.0,False,"1975,GORMAN, N & A,324067,GORMAN, N & A"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),323007,True,site_name,2709600.0,6098400.0,2709600.0,6098400.0,True,"1976,GIBBONS,323007,GIBBONS"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),336651,True,site_name,2738400.0,6094600.0,2738300.0,6094600.0,False,"1977,HANSEN,336651,HANSEN"
GW_Quality_All_bores_Oct2012_stationID_appended (CAUTION no __),327037,True,site_name,2741600.0,6107000.0,2741611.0,6107000.0,False,"1986,TERRY, D,327037,TERRY, D"
